period,respondent,respondent-name,type,type-name,Demand (MW),value-units,hour,month,dayofweek,is_weekend,year,Temperature (°C),Humidity (%),Wind Speed (m/s),Solar Radiation (W/m²),Solar Generation (MWh),Wind Generation (MWh),is_holiday
2020-12-31 19:00:00-05:00,ISNE,ISO New England,D,Demand,15907.0,megawatthours,19,12,3,0,2021,2.4,58,10.2,0.0,1,935,0
2020-12-31 20:00:00-05:00,ISNE,ISO New England,D,Demand,15211.0,megawatthours,20,12,3,0,2021,2.1,58,11.6,0.0,1,927,0
2020-12-31 21:00:00-05:00,ISNE,ISO New England,D,Demand,14544.0,megawatthours,21,12,3,0,2021,0.7,62,10.6,0.0,1,925,0
2020-12-31 22:00:00-05:00,ISNE,ISO New England,D,Demand,13928.0,megawatthours,22,12,3,0,2021,-0.6,67,10.1,0.0,1,907,0
2020-12-31 23:00:00-05:00,ISNE,ISO New England,D,Demand,13237.0,megawatthours,23,12,3,0,2021,-1.3,71,10.1,0.0,0,901,0
2021-01-01 00:00:00-05:00,ISNE,ISO New England,D,Demand,12571.0,megawatthours,0,1,4,0,2021,-1.9,74,9.5,0.0,0,826,1
2021-01-01 01:00:00-05:00,ISNE,ISO New England,D,Demand,12480.0,megawatthours,1,1,4,0,2021,-2.4,77,9.3,0.0,0,784,1
2021-01-01 02:00:00-05:00,ISNE,ISO New England,D,Demand,12373.0,megawatthours,2,1,4,0,2021,-2.7,79,8.4,0.0,0,765,1
2021-01-01 03:00:00-05:00,ISNE,ISO New England,D,Demand,12148.0,megawatthours,3,1,4,0,2021,-2.8,79,9.4,0.0,0,740,1
2021-01-01 04:00:00-05:00,ISNE,ISO New England,D,Demand,12271.0,megawatthours,4,1,4,0,2021,-3.1,80,8.3,0.0,0,690,1
2021-01-01 05:00:00-05:00,ISNE,ISO New England,D,Demand,12373.0,megawatthours,5,1,4,0,2021,-3.2,80,9.2,0.0,0,688,1
2021-01-01 06:00:00-05:00,ISNE,ISO New England,D,Demand,12212.0,megawatthours,6,1,4,0,2021,-3.4,80,8.7,0.0,0,624,1
2021-01-01 07:00:00-05:00,ISNE,ISO New England,D,Demand,12363.0,megawatthours,7,1,4,0,2021,-3.1,80,8.8,0.0,0,562,1
2021-01-01 08:00:00-05:00,ISNE,ISO New England,D,Demand,12562.0,megawatthours,8,1,4,0,2021,-2.7,77,9.8,24.0,4,438,1
2021-01-01 09:00:00-05:00,ISNE,ISO New England,D,Demand,12569.0,megawatthours,9,1,4,0,2021,-1.0,66,7.4,150.0,51,369,1
2021-01-01 10:00:00-05:00,ISNE,ISO New England,D,Demand,12561.0,megawatthours,10,1,4,0,2021,0.3,58,3.4,283.0,128,329,1
2021-01-01 11:00:00-05:00,ISNE,ISO New England,D,Demand,12561.0,megawatthours,11,1,4,0,2021,1.4,53,1.6,372.0,186,264,1
2021-01-01 12:00:00-05:00,ISNE,ISO New England,D,Demand,12624.0,megawatthours,12,1,4,0,2021,2.3,51,1.1,412.0,174,218,1
2021-01-01 13:00:00-05:00,ISNE,ISO New England,D,Demand,12767.0,megawatthours,13,1,4,0,2021,2.8,49,3.1,372.0,143,165,1
2021-01-01 14:00:00-05:00,ISNE,ISO New England,D,Demand,13380.0,megawatthours,14,1,4,0,2021,3.0,51,4.0,270.0,99,99,1
2021-01-01 15:00:00-05:00,ISNE,ISO New England,D,Demand,13732.0,megawatthours,15,1,4,0,2021,2.4,64,3.6,129.0,56,75,1
2021-01-01 16:00:00-05:00,ISNE,ISO New England,D,Demand,14336.0,megawatthours,16,1,4,0,2021,1.0,75,4.5,46.0,18,49,1
2021-01-01 17:00:00-05:00,ISNE,ISO New England,D,Demand,15229.0,megawatthours,17,1,4,0,2021,0.5,80,6.2,2.0,1,76,1
2021-01-01 18:00:00-05:00,ISNE,ISO New England,D,Demand,15885.0,megawatthours,18,1,4,0,2021,0.2,84,5.3,0.0,0,84,1
2021-01-01 19:00:00-05:00,ISNE,ISO New England,D,Demand,15596.0,megawatthours,19,1,4,0,2021,0.7,82,6.3,0.0,0,72,1
2021-01-01 20:00:00-05:00,ISNE,ISO New England,D,Demand,15053.0,megawatthours,20,1,4,0,2021,0.9,86,4.6,0.0,0,90,1
2021-01-01 21:00:00-05:00,ISNE,ISO New England,D,Demand,14469.0,megawatthours,21,1,4,0,2021,1.0,88,4.8,0.0,0,146,1
2021-01-01 22:00:00-05:00,ISNE,ISO New England,D,Demand,13780.0,megawatthours,22,1,4,0,2021,1.2,88,7.2,0.0,0,196,1
2021-01-01 23:00:00-05:00,ISNE,ISO New England,D,Demand,12956.0,megawatthours,23,1,4,0,2021,1.2,93,8.2,0.0,0,216,1
2021-01-02 00:00:00-05:00,ISNE,ISO New England,D,Demand,12345.0,megawatthours,0,1,5,1,2021,1.3,96,10.1,0.0,0,224,0
2021-01-02 01:00:00-05:00,ISNE,ISO New England,D,Demand,11704.0,megawatthours,1,1,5,1,2021,2.2,95,11.6,0.0,0,212,0
2021-01-02 02:00:00-05:00,ISNE,ISO New England,D,Demand,11380.0,megawatthours,2,1,5,1,2021,3.3,93,17.1,0.0,0,212,0
2021-01-02 03:00:00-05:00,ISNE,ISO New England,D,Demand,11351.0,megawatthours,3,1,5,1,2021,4.0,92,17.9,0.0,0,213,0
2021-01-02 04:00:00-05:00,ISNE,ISO New England,D,Demand,11202.0,megawatthours,4,1,5,1,2021,4.6,93,21.0,0.0,0,284,0
2021-01-02 05:00:00-05:00,ISNE,ISO New England,D,Demand,11245.0,megawatthours,5,1,5,1,2021,5.1,93,23.7,0.0,0,438,0
2021-01-02 06:00:00-05:00,ISNE,ISO New England,D,Demand,11503.0,megawatthours,6,1,5,1,2021,5.3,95,21.7,0.0,0,587,0
2021-01-02 07:00:00-05:00,ISNE,ISO New England,D,Demand,11986.0,megawatthours,7,1,5,1,2021,5.3,94,22.0,0.0,0,688,0
2021-01-02 08:00:00-05:00,ISNE,ISO New England,D,Demand,12556.0,megawatthours,8,1,5,1,2021,5.8,95,15.7,4.0,0,708,0
2021-01-02 09:00:00-05:00,ISNE,ISO New England,D,Demand,13042.0,megawatthours,9,1,5,1,2021,5.7,96,7.1,14.0,4,670,0
2021-01-02 10:00:00-05:00,ISNE,ISO New England,D,Demand,13500.0,megawatthours,10,1,5,1,2021,4.8,98,16.6,32.0,16,598,0
2021-01-02 11:00:00-05:00,ISNE,ISO New England,D,Demand,13432.0,megawatthours,11,1,5,1,2021,5.3,93,16.7,175.0,43,547,0
2021-01-02 12:00:00-05:00,ISNE,ISO New England,D,Demand,13358.0,megawatthours,12,1,5,1,2021,5.2,91,20.8,142.0,91,547,0
2021-01-02 13:00:00-05:00,ISNE,ISO New England,D,Demand,12728.0,megawatthours,13,1,5,1,2021,5.3,88,18.3,141.0,129,488,0
2021-01-02 14:00:00-05:00,ISNE,ISO New England,D,Demand,12770.0,megawatthours,14,1,5,1,2021,6.4,81,22.7,258.0,101,517,0
2021-01-02 15:00:00-05:00,ISNE,ISO New England,D,Demand,13186.0,megawatthours,15,1,5,1,2021,6.2,80,20.4,216.0,57,536,0
2021-01-02 16:00:00-05:00,ISNE,ISO New England,D,Demand,13691.0,megawatthours,16,1,5,1,2021,5.2,78,21.7,91.0,28,636,0
2021-01-02 17:00:00-05:00,ISNE,ISO New England,D,Demand,14575.0,megawatthours,17,1,5,1,2021,3.9,76,20.1,4.0,7,700,0
2021-01-02 18:00:00-05:00,ISNE,ISO New England,D,Demand,15534.0,megawatthours,18,1,5,1,2021,2.9,74,22.7,0.0,4,713,0
2021-01-02 19:00:00-05:00,ISNE,ISO New England,D,Demand,15392.0,megawatthours,19,1,5,1,2021,2.2,73,19.6,0.0,4,736,0
2021-01-02 20:00:00-05:00,ISNE,ISO New England,D,Demand,14916.0,megawatthours,20,1,5,1,2021,1.2,74,18.1,0.0,4,699,0
2021-01-02 21:00:00-05:00,ISNE,ISO New England,D,Demand,14358.0,megawatthours,21,1,5,1,2021,0.3,75,18.7,0.0,4,556,0
2021-01-02 22:00:00-05:00,ISNE,ISO New England,D,Demand,13735.0,megawatthours,22,1,5,1,2021,-0.5,77,16.9,0.0,4,488,0
2021-01-02 23:00:00-05:00,ISNE,ISO New England,D,Demand,12979.0,megawatthours,23,1,5,1,2021,-1.2,77,17.3,0.0,4,513,0
2021-01-03 00:00:00-05:00,ISNE,ISO New England,D,Demand,12299.0,megawatthours,0,1,6,1,2021,-1.7,78,16.3,0.0,4,442,0
2021-01-03 01:00:00-05:00,ISNE,ISO New England,D,Demand,12076.0,megawatthours,1,1,6,1,2021,-2.2,80,10.3,0.0,5,515,0
2021-01-03 02:00:00-05:00,ISNE,ISO New England,D,Demand,11972.0,megawatthours,2,1,6,1,2021,-2.6,82,8.5,0.0,5,421,0
2021-01-03 03:00:00-05:00,ISNE,ISO New England,D,Demand,11793.0,megawatthours,3,1,6,1,2021,-3.0,84,6.9,0.0,5,419,0
2021-01-03 04:00:00-05:00,ISNE,ISO New England,D,Demand,11746.0,megawatthours,4,1,6,1,2021,-3.1,85,9.3,0.0,5,415,0
2021-01-03 05:00:00-05:00,ISNE,ISO New England,D,Demand,11834.0,megawatthours,5,1,6,1,2021,-2.9,84,8.7,0.0,5,353,0
2021-01-03 06:00:00-05:00,ISNE,ISO New England,D,Demand,11887.0,megawatthours,6,1,6,1,2021,-2.5,82,8.1,0.0,5,258,0
2021-01-03 07:00:00-05:00,ISNE,ISO New England,D,Demand,12078.0,megawatthours,7,1,6,1,2021,-1.9,82,9.4,0.0,4,171,0
2021-01-03 08:00:00-05:00,ISNE,ISO New England,D,Demand,12601.0,megawatthours,8,1,6,1,2021,-1.2,80,10.1,9.0,5,157,0
2021-01-03 09:00:00-05:00,ISNE,ISO New England,D,Demand,12983.0,megawatthours,9,1,6,1,2021,-0.3,80,11.1,47.0,20,138,0
2021-01-03 10:00:00-05:00,ISNE,ISO New England,D,Demand,13606.0,megawatthours,10,1,6,1,2021,0.7,78,5.7,71.0,37,67,0
2021-01-03 11:00:00-05:00,ISNE,ISO New England,D,Demand,14113.0,megawatthours,11,1,6,1,2021,1.6,77,8.8,119.0,36,29,0
2021-01-03 12:00:00-05:00,ISNE,ISO New England,D,Demand,14508.0,megawatthours,12,1,6,1,2021,2.4,76,12.7,145.0,40,43,0
2021-01-03 13:00:00-05:00,ISNE,ISO New England,D,Demand,14765.0,megawatthours,13,1,6,1,2021,2.5,76,15.6,106.0,37,62,0
2021-01-03 14:00:00-05:00,ISNE,ISO New England,D,Demand,14823.0,megawatthours,14,1,6,1,2021,2.8,76,11.2,79.0,28,50,0
2021-01-03 15:00:00-05:00,ISNE,ISO New England,D,Demand,14977.0,megawatthours,15,1,6,1,2021,2.8,77,13.7,50.0,17,42,0
2021-01-03 16:00:00-05:00,ISNE,ISO New England,D,Demand,15204.0,megawatthours,16,1,6,1,2021,2.6,81,10.0,17.0,7,61,0
2021-01-03 17:00:00-05:00,ISNE,ISO New England,D,Demand,16056.0,megawatthours,17,1,6,1,2021,2.3,84,10.2,1.0,4,65,0
2021-01-03 18:00:00-05:00,ISNE,ISO New England,D,Demand,16684.0,megawatthours,18,1,6,1,2021,1.8,88,9.7,0.0,4,68,0
2021-01-03 19:00:00-05:00,ISNE,ISO New England,D,Demand,16379.0,megawatthours,19,1,6,1,2021,1.4,89,12.9,0.0,4,68,0
2021-01-03 20:00:00-05:00,ISNE,ISO New England,D,Demand,15733.0,megawatthours,20,1,6,1,2021,1.2,90,13.7,0.0,4,78,0
2021-01-03 21:00:00-05:00,ISNE,ISO New England,D,Demand,14997.0,megawatthours,21,1,6,1,2021,1.1,90,16.1,0.0,4,74,0
2021-01-03 22:00:00-05:00,ISNE,ISO New England,D,Demand,14075.0,megawatthours,22,1,6,1,2021,1.1,89,14.0,0.0,4,66,0
2021-01-03 23:00:00-05:00,ISNE,ISO New England,D,Demand,13053.0,megawatthours,23,1,6,1,2021,1.0,89,14.8,0.0,4,66,0
2021-01-04 00:00:00-05:00,ISNE,ISO New England,D,Demand,12152.0,megawatthours,0,1,0,0,2021,0.8,88,14.9,0.0,0,68,0
2021-01-04 01:00:00-05:00,ISNE,ISO New England,D,Demand,11790.0,megawatthours,1,1,0,0,2021,0.9,89,14.9,0.0,0,68,0
2021-01-04 02:00:00-05:00,ISNE,ISO New England,D,Demand,11711.0,megawatthours,2,1,0,0,2021,1.1,89,16.2,0.0,0,67,0
2021-01-04 03:00:00-05:00,ISNE,ISO New England,D,Demand,11724.0,megawatthours,3,1,0,0,2021,0.6,90,17.3,0.0,0,73,0
2021-01-04 04:00:00-05:00,ISNE,ISO New England,D,Demand,11852.0,megawatthours,4,1,0,0,2021,0.2,87,16.6,0.0,0,71,0
2021-01-04 05:00:00-05:00,ISNE,ISO New England,D,Demand,12073.0,megawatthours,5,1,0,0,2021,-0.4,85,16.2,0.0,0,72,0
2021-01-04 06:00:00-05:00,ISNE,ISO New England,D,Demand,12497.0,megawatthours,6,1,0,0,2021,-0.4,84,18.5,0.0,0,62,0
2021-01-04 07:00:00-05:00,ISNE,ISO New England,D,Demand,13547.0,megawatthours,7,1,0,0,2021,-0.5,81,16.4,0.0,0,64,0
2021-01-04 08:00:00-05:00,ISNE,ISO New England,D,Demand,14698.0,megawatthours,8,1,0,0,2021,-0.4,80,15.1,11.0,1,64,0
2021-01-04 09:00:00-05:00,ISNE,ISO New England,D,Demand,15299.0,megawatthours,9,1,0,0,2021,0.2,78,16.3,53.0,12,60,0
2021-01-04 10:00:00-05:00,ISNE,ISO New England,D,Demand,15417.0,megawatthours,10,1,0,0,2021,1.1,77,16.2,110.0,24,54,0
2021-01-04 11:00:00-05:00,ISNE,ISO New England,D,Demand,15247.0,megawatthours,11,1,0,0,2021,2.2,76,16.6,191.0,61,51,0
2021-01-04 12:00:00-05:00,ISNE,ISO New England,D,Demand,15020.0,megawatthours,12,1,0,0,2021,2.5,76,16.6,146.0,93,52,0
2021-01-04 13:00:00-05:00,ISNE,ISO New England,D,Demand,14644.0,megawatthours,13,1,0,0,2021,3.0,75,16.3,149.0,98,63,0
2021-01-04 14:00:00-05:00,ISNE,ISO New England,D,Demand,14533.0,megawatthours,14,1,0,0,2021,3.0,76,16.2,109.0,98,79,0
2021-01-04 15:00:00-05:00,ISNE,ISO New England,D,Demand,14541.0,megawatthours,15,1,0,0,2021,2.9,76,15.5,92.0,76,94,0
2021-01-04 16:00:00-05:00,ISNE,ISO New England,D,Demand,15022.0,megawatthours,16,1,0,0,2021,2.2,80,11.8,48.0,32,94,0
2021-01-04 17:00:00-05:00,ISNE,ISO New England,D,Demand,15926.0,megawatthours,17,1,0,0,2021,1.1,84,9.8,3.0,3,111,0
2021-01-04 18:00:00-05:00,ISNE,ISO New England,D,Demand,16831.0,megawatthours,18,1,0,0,2021,0.4,85,10.1,0.0,0,134,0
2021-01-04 19:00:00-05:00,ISNE,ISO New England,D,Demand,16633.0,megawatthours,19,1,0,0,2021,0.9,81,13.0,0.0,0,144,0
2021-01-04 20:00:00-05:00,ISNE,ISO New England,D,Demand,16086.0,megawatthours,20,1,0,0,2021,0.5,80,15.1,0.0,0,153,0
2021-01-04 21:00:00-05:00,ISNE,ISO New England,D,Demand,15352.0,megawatthours,21,1,0,0,2021,-0.5,84,12.3,0.0,0,150,0
2021-01-04 22:00:00-05:00,ISNE,ISO New England,D,Demand,14429.0,megawatthours,22,1,0,0,2021,-1.2,86,11.9,0.0,0,149,0
2021-01-04 23:00:00-05:00,ISNE,ISO New England,D,Demand,13366.0,megawatthours,23,1,0,0,2021,-1.3,87,12.6,0.0,0,139,0
2021-01-05 00:00:00-05:00,ISNE,ISO New England,D,Demand,12571.0,megawatthours,0,1,1,0,2021,-0.7,84,13.5,0.0,0,129,0
2021-01-05 01:00:00-05:00,ISNE,ISO New England,D,Demand,12024.0,megawatthours,1,1,1,0,2021,-0.4,83,13.8,0.0,0,144,0
2021-01-05 02:00:00-05:00,ISNE,ISO New England,D,Demand,11651.0,megawatthours,2,1,1,0,2021,-0.5,81,14.0,0.0,0,154,0
2021-01-05 03:00:00-05:00,ISNE,ISO New England,D,Demand,11488.0,megawatthours,3,1,1,0,2021,-0.9,81,14.1,0.0,0,160,0
2021-01-05 04:00:00-05:00,ISNE,ISO New England,D,Demand,11513.0,megawatthours,4,1,1,0,2021,-1.0,81,13.7,0.0,0,173,0
2021-01-05 05:00:00-05:00,ISNE,ISO New England,D,Demand,11844.0,megawatthours,5,1,1,0,2021,-1.0,80,13.5,0.0,0,177,0
2021-01-05 06:00:00-05:00,ISNE,ISO New England,D,Demand,12411.0,megawatthours,6,1,1,0,2021,-0.9,80,12.6,0.0,0,180,0
2021-01-05 07:00:00-05:00,ISNE,ISO New England,D,Demand,13669.0,megawatthours,7,1,1,0,2021,-0.5,79,12.4,0.0,0,186,0
2021-01-05 08:00:00-05:00,ISNE,ISO New England,D,Demand,14767.0,megawatthours,8,1,1,0,2021,-0.4,78,13.4,5.0,1,182,0
2021-01-05 09:00:00-05:00,ISNE,ISO New England,D,Demand,15269.0,megawatthours,9,1,1,0,2021,-0.2,78,13.0,38.0,17,178,0
2021-01-05 10:00:00-05:00,ISNE,ISO New England,D,Demand,15231.0,megawatthours,10,1,1,0,2021,0.1,79,12.2,76.0,43,180,0
2021-01-05 11:00:00-05:00,ISNE,ISO New England,D,Demand,15126.0,megawatthours,11,1,1,0,2021,0.5,80,13.7,80.0,60,174,0
2021-01-05 12:00:00-05:00,ISNE,ISO New England,D,Demand,15138.0,megawatthours,12,1,1,0,2021,0.9,79,13.5,95.0,83,160,0
2021-01-05 13:00:00-05:00,ISNE,ISO New England,D,Demand,15149.0,megawatthours,13,1,1,0,2021,1.1,78,13.2,80.0,83,157,0
2021-01-05 14:00:00-05:00,ISNE,ISO New England,D,Demand,15198.0,megawatthours,14,1,1,0,2021,1.2,78,13.2,57.0,70,152,0
2021-01-05 15:00:00-05:00,ISNE,ISO New England,D,Demand,15287.0,megawatthours,15,1,1,0,2021,1.2,80,13.8,40.0,44,150,0
2021-01-05 16:00:00-05:00,ISNE,ISO New England,D,Demand,15552.0,megawatthours,16,1,1,0,2021,0.9,82,12.8,13.0,21,152,0
2021-01-05 17:00:00-05:00,ISNE,ISO New England,D,Demand,16359.0,megawatthours,17,1,1,0,2021,0.6,83,13.2,1.0,9,180,0
2021-01-05 18:00:00-05:00,ISNE,ISO New England,D,Demand,17105.0,megawatthours,18,1,1,0,2021,0.5,83,13.9,0.0,8,202,0
2021-01-05 19:00:00-05:00,ISNE,ISO New England,D,Demand,16835.0,megawatthours,19,1,1,0,2021,0.2,82,13.4,0.0,8,218,0
2021-01-05 20:00:00-05:00,ISNE,ISO New England,D,Demand,16219.0,megawatthours,20,1,1,0,2021,0.1,83,13.7,0.0,8,217,0
2021-01-05 21:00:00-05:00,ISNE,ISO New England,D,Demand,15429.0,megawatthours,21,1,1,0,2021,-0.1,83,14.8,0.0,8,210,0
2021-01-05 22:00:00-05:00,ISNE,ISO New England,D,Demand,14462.0,megawatthours,22,1,1,0,2021,-0.2,84,14.1,0.0,8,220,0
2021-01-05 23:00:00-05:00,ISNE,ISO New England,D,Demand,13369.0,megawatthours,23,1,1,0,2021,-0.3,84,14.3,0.0,8,237,0
2021-01-06 00:00:00-05:00,ISNE,ISO New England,D,Demand,12418.0,megawatthours,0,1,2,0,2021,-0.3,83,14.0,0.0,8,256,0
2021-01-06 01:00:00-05:00,ISNE,ISO New England,D,Demand,11870.0,megawatthours,1,1,2,0,2021,-0.3,81,14.6,0.0,8,303,0
2021-01-06 02:00:00-05:00,ISNE,ISO New England,D,Demand,11921.0,megawatthours,2,1,2,0,2021,-0.3,80,14.3,0.0,8,372,0
2021-01-06 03:00:00-05:00,ISNE,ISO New England,D,Demand,11797.0,megawatthours,3,1,2,0,2021,-0.5,80,14.2,0.0,8,417,0
2021-01-06 04:00:00-05:00,ISNE,ISO New England,D,Demand,11792.0,megawatthours,4,1,2,0,2021,-0.3,79,14.2,0.0,8,445,0
2021-01-06 05:00:00-05:00,ISNE,ISO New England,D,Demand,12339.0,megawatthours,5,1,2,0,2021,-0.3,80,13.1,0.0,8,494,0
2021-01-06 06:00:00-05:00,ISNE,ISO New England,D,Demand,12749.0,megawatthours,6,1,2,0,2021,-0.6,83,12.4,0.0,8,500,0
2021-01-06 07:00:00-05:00,ISNE,ISO New England,D,Demand,13868.0,megawatthours,7,1,2,0,2021,-0.2,79,13.2,0.0,8,526,0
2021-01-06 08:00:00-05:00,ISNE,ISO New England,D,Demand,14975.0,megawatthours,8,1,2,0,2021,-0.3,76,15.5,18.0,9,554,0
2021-01-06 09:00:00-05:00,ISNE,ISO New England,D,Demand,15366.0,megawatthours,9,1,2,0,2021,0.4,70,17.7,124.0,23,576,0
2021-01-06 10:00:00-05:00,ISNE,ISO New England,D,Demand,14953.0,megawatthours,10,1,2,0,2021,1.5,65,18.0,263.0,68,577,0
2021-01-06 11:00:00-05:00,ISNE,ISO New England,D,Demand,14535.0,megawatthours,11,1,2,0,2021,2.5,61,17.1,333.0,102,556,0
2021-01-06 12:00:00-05:00,ISNE,ISO New England,D,Demand,14153.0,megawatthours,12,1,2,0,2021,3.3,57,16.8,359.0,146,598,0
2021-01-06 13:00:00-05:00,ISNE,ISO New England,D,Demand,14092.0,megawatthours,13,1,2,0,2021,3.6,54,16.6,312.0,144,638,0
2021-01-06 14:00:00-05:00,ISNE,ISO New England,D,Demand,14161.0,megawatthours,14,1,2,0,2021,3.6,53,17.4,255.0,136,684,0
2021-01-06 15:00:00-05:00,ISNE,ISO New England,D,Demand,14442.0,megawatthours,15,1,2,0,2021,3.0,55,17.8,151.0,101,739,0
2021-01-06 16:00:00-05:00,ISNE,ISO New England,D,Demand,14968.0,megawatthours,16,1,2,0,2021,1.8,58,17.1,68.0,50,805,0
2021-01-06 17:00:00-05:00,ISNE,ISO New England,D,Demand,16012.0,megawatthours,17,1,2,0,2021,0.3,62,16.5,5.0,5,846,0
2021-01-06 18:00:00-05:00,ISNE,ISO New England,D,Demand,17038.0,megawatthours,18,1,2,0,2021,0.1,62,17.6,0.0,0,866,0
2021-01-06 19:00:00-05:00,ISNE,ISO New England,D,Demand,16806.0,megawatthours,19,1,2,0,2021,-0.1,62,19.4,0.0,0,869,0
2021-01-06 20:00:00-05:00,ISNE,ISO New England,D,Demand,16246.0,megawatthours,20,1,2,0,2021,-0.8,62,19.2,0.0,0,822,0
2021-01-06 21:00:00-05:00,ISNE,ISO New England,D,Demand,15519.0,megawatthours,21,1,2,0,2021,-1.5,64,19.4,0.0,0,785,0
2021-01-06 22:00:00-05:00,ISNE,ISO New England,D,Demand,14632.0,megawatthours,22,1,2,0,2021,-2.2,65,18.9,0.0,0,773,0
2021-01-06 23:00:00-05:00,ISNE,ISO New England,D,Demand,13583.0,megawatthours,23,1,2,0,2021,-2.5,65,18.2,0.0,0,757,0
2021-01-07 00:00:00-05:00,ISNE,ISO New England,D,Demand,12793.0,megawatthours,0,1,3,0,2021,-2.6,65,17.1,0.0,0,751,0
2021-01-07 01:00:00-05:00,ISNE,ISO New England,D,Demand,12243.0,megawatthours,1,1,3,0,2021,-1.8,63,15.8,0.0,0,752,0
2021-01-07 02:00:00-05:00,ISNE,ISO New England,D,Demand,12125.0,megawatthours,2,1,3,0,2021,-1.3,62,16.8,0.0,0,740,0
2021-01-07 03:00:00-05:00,ISNE,ISO New England,D,Demand,11979.0,megawatthours,3,1,3,0,2021,-1.2,62,17.4,0.0,0,754,0
2021-01-07 04:00:00-05:00,ISNE,ISO New England,D,Demand,12008.0,megawatthours,4,1,3,0,2021,-1.8,64,16.3,0.0,0,815,0
2021-01-07 05:00:00-05:00,ISNE,ISO New England,D,Demand,12329.0,megawatthours,5,1,3,0,2021,-2.2,65,16.5,0.0,0,862,0
2021-01-07 06:00:00-05:00,ISNE,ISO New England,D,Demand,12655.0,megawatthours,6,1,3,0,2021,-2.4,64,16.8,0.0,0,851,0
2021-01-07 07:00:00-05:00,ISNE,ISO New England,D,Demand,13916.0,megawatthours,7,1,3,0,2021,-1.4,57,18.6,0.0,0,851,0
2021-01-07 08:00:00-05:00,ISNE,ISO New England,D,Demand,15000.0,megawatthours,8,1,3,0,2021,-2.1,59,18.6,23.0,3,874,0
2021-01-07 09:00:00-05:00,ISNE,ISO New England,D,Demand,15114.0,megawatthours,9,1,3,0,2021,-1.5,57,19.9,139.0,41,865,0
2021-01-07 10:00:00-05:00,ISNE,ISO New England,D,Demand,14522.0,megawatthours,10,1,3,0,2021,-0.6,55,18.1,163.0,119,839,0
2021-01-07 11:00:00-05:00,ISNE,ISO New England,D,Demand,14045.0,megawatthours,11,1,3,0,2021,0.4,53,16.3,220.0,177,798,0
2021-01-07 12:00:00-05:00,ISNE,ISO New England,D,Demand,13910.0,megawatthours,12,1,3,0,2021,1.8,50,15.6,290.0,175,805,0
2021-01-07 13:00:00-05:00,ISNE,ISO New England,D,Demand,13970.0,megawatthours,13,1,3,0,2021,2.4,49,15.0,299.0,165,795,0
2021-01-07 14:00:00-05:00,ISNE,ISO New England,D,Demand,13975.0,megawatthours,14,1,3,0,2021,2.6,49,14.8,269.0,162,812,0
2021-01-07 15:00:00-05:00,ISNE,ISO New England,D,Demand,14597.0,megawatthours,15,1,3,0,2021,2.8,50,14.8,240.0,133,853,0
2021-01-07 16:00:00-05:00,ISNE,ISO New England,D,Demand,15094.0,megawatthours,16,1,3,0,2021,1.7,55,12.7,109.0,49,850,0
2021-01-07 17:00:00-05:00,ISNE,ISO New England,D,Demand,15853.0,megawatthours,17,1,3,0,2021,0.4,55,14.0,7.0,5,834,0
2021-01-07 18:00:00-05:00,ISNE,ISO New England,D,Demand,16889.0,megawatthours,18,1,3,0,2021,-0.4,55,15.5,0.0,0,853,0
2021-01-07 19:00:00-05:00,ISNE,ISO New England,D,Demand,16763.0,megawatthours,19,1,3,0,2021,-0.2,56,17.3,0.0,0,872,0
2021-01-07 20:00:00-05:00,ISNE,ISO New England,D,Demand,16259.0,megawatthours,20,1,3,0,2021,-1.0,60,17.8,0.0,0,891,0
2021-01-07 21:00:00-05:00,ISNE,ISO New England,D,Demand,15591.0,megawatthours,21,1,3,0,2021,-1.9,63,16.8,0.0,0,862,0
2021-01-07 22:00:00-05:00,ISNE,ISO New England,D,Demand,14736.0,megawatthours,22,1,3,0,2021,-2.6,66,16.8,0.0,0,874,0
2021-01-07 23:00:00-05:00,ISNE,ISO New England,D,Demand,13854.0,megawatthours,23,1,3,0,2021,-2.9,66,16.9,0.0,0,876,0
2021-01-08 00:00:00-05:00,ISNE,ISO New England,D,Demand,13273.0,megawatthours,0,1,4,0,2021,-3.2,68,16.9,0.0,0,870,0
2021-01-08 01:00:00-05:00,ISNE,ISO New England,D,Demand,12982.0,megawatthours,1,1,4,0,2021,-3.4,70,16.1,0.0,0,888,0
2021-01-08 02:00:00-05:00,ISNE,ISO New England,D,Demand,12670.0,megawatthours,2,1,4,0,2021,-3.7,72,15.1,0.0,0,873,0
2021-01-08 03:00:00-05:00,ISNE,ISO New England,D,Demand,12516.0,megawatthours,3,1,4,0,2021,-3.8,73,13.7,0.0,0,866,0
2021-01-08 04:00:00-05:00,ISNE,ISO New England,D,Demand,12565.0,megawatthours,4,1,4,0,2021,-3.8,73,13.2,0.0,0,854,0
2021-01-08 05:00:00-05:00,ISNE,ISO New England,D,Demand,12678.0,megawatthours,5,1,4,0,2021,-3.8,73,13.5,0.0,0,846,0
2021-01-08 06:00:00-05:00,ISNE,ISO New England,D,Demand,13443.0,megawatthours,6,1,4,0,2021,-3.9,73,14.1,0.0,0,845,0
2021-01-08 07:00:00-05:00,ISNE,ISO New England,D,Demand,14391.0,megawatthours,7,1,4,0,2021,-3.7,73,14.8,0.0,0,827,0
