period,respondent,respondent-name,type,type-name,Demand (MW),value-units,hour,month,dayofweek,is_weekend,year,Temperature (°C),Humidity (%),Wind Speed (m/s),Solar Radiation (W/m²),Solar Generation (MWh),Wind Generation (MWh),is_holiday
2022-05-19 11:00:00-04:00,ISNE,ISO New England,D,Demand,13118.0,megawatthours,11,5,3,0,2022,14.2,71,10.8,209.0,142,347,0
2022-05-19 12:00:00-04:00,ISNE,ISO New England,D,Demand,13199.0,megawatthours,12,5,3,0,2022,15.1,72,12.5,209.0,120,412,0
2022-05-19 13:00:00-04:00,ISNE,ISO New England,D,Demand,13206.0,megawatthours,13,5,3,0,2022,16.2,66,17.4,242.0,126,456,0
2022-05-19 14:00:00-04:00,ISNE,ISO New England,D,Demand,13117.0,megawatthours,14,5,3,0,2022,16.7,61,18.9,413.0,114,479,0
2022-05-19 15:00:00-04:00,ISNE,ISO New England,D,Demand,12934.0,megawatthours,15,5,3,0,2022,17.2,59,16.9,524.0,96,443,0
2022-05-19 16:00:00-04:00,ISNE,ISO New England,D,Demand,12898.0,megawatthours,16,5,3,0,2022,17.3,58,15.6,402.0,91,389,0
2022-05-19 17:00:00-04:00,ISNE,ISO New England,D,Demand,13059.0,megawatthours,17,5,3,0,2022,17.9,57,13.3,467.0,70,327,0
2022-05-19 18:00:00-04:00,ISNE,ISO New England,D,Demand,13352.0,megawatthours,18,5,3,0,2022,16.9,61,10.8,207.0,52,269,0
2022-05-19 19:00:00-04:00,ISNE,ISO New England,D,Demand,13346.0,megawatthours,19,5,3,0,2022,16.3,64,10.5,100.0,26,216,0
2022-05-19 20:00:00-04:00,ISNE,ISO New England,D,Demand,13280.0,megawatthours,20,5,3,0,2022,13.4,86,4.7,37.0,10,200,0
2022-05-19 21:00:00-04:00,ISNE,ISO New England,D,Demand,13191.0,megawatthours,21,5,3,0,2022,13.0,89,1.9,0.0,4,137,0
2022-05-19 22:00:00-04:00,ISNE,ISO New England,D,Demand,12492.0,megawatthours,22,5,3,0,2022,13.5,89,4.5,0.0,4,150,0
2022-05-19 23:00:00-04:00,ISNE,ISO New England,D,Demand,11484.0,megawatthours,23,5,3,0,2022,13.0,87,6.4,0.0,4,176,0
2022-05-20 00:00:00-04:00,ISNE,ISO New England,D,Demand,10784.0,megawatthours,0,5,4,0,2022,12.6,88,11.5,0.0,4,150,0
2022-05-20 01:00:00-04:00,ISNE,ISO New England,D,Demand,10160.0,megawatthours,1,5,4,0,2022,12.4,89,14.1,0.0,4,106,0
2022-05-20 02:00:00-04:00,ISNE,ISO New England,D,Demand,9734.0,megawatthours,2,5,4,0,2022,12.1,90,12.6,0.0,4,79,0
2022-05-20 03:00:00-04:00,ISNE,ISO New England,D,Demand,9521.0,megawatthours,3,5,4,0,2022,11.5,91,10.5,0.0,4,81,0
2022-05-20 04:00:00-04:00,ISNE,ISO New England,D,Demand,9462.0,megawatthours,4,5,4,0,2022,10.9,93,9.0,0.0,4,90,0
2022-05-20 05:00:00-04:00,ISNE,ISO New England,D,Demand,9693.0,megawatthours,5,5,4,0,2022,10.4,94,7.7,0.0,4,90,0
2022-05-20 06:00:00-04:00,ISNE,ISO New England,D,Demand,10117.0,megawatthours,6,5,4,0,2022,10.3,95,3.9,16.0,5,68,0
2022-05-20 07:00:00-04:00,ISNE,ISO New England,D,Demand,11034.0,megawatthours,7,5,4,0,2022,11.8,89,1.6,133.0,31,55,0
2022-05-20 08:00:00-04:00,ISNE,ISO New England,D,Demand,11729.0,megawatthours,8,5,4,0,2022,12.8,87,5.5,278.0,93,29,0
2022-05-20 09:00:00-04:00,ISNE,ISO New England,D,Demand,11905.0,megawatthours,9,5,4,0,2022,13.7,83,9.0,383.0,148,25,0
2022-05-20 10:00:00-04:00,ISNE,ISO New England,D,Demand,11746.0,megawatthours,10,5,4,0,2022,14.5,80,9.4,492.0,170,31,0
2022-05-20 11:00:00-04:00,ISNE,ISO New England,D,Demand,11047.0,megawatthours,11,5,4,0,2022,16.0,74,9.6,681.0,314,39,0
2022-05-20 12:00:00-04:00,ISNE,ISO New England,D,Demand,10582.0,megawatthours,12,5,4,0,2022,17.2,69,12.9,864.0,372,60,0
2022-05-20 13:00:00-04:00,ISNE,ISO New England,D,Demand,10380.0,megawatthours,13,5,4,0,2022,17.3,68,16.0,890.0,398,75,0
2022-05-20 14:00:00-04:00,ISNE,ISO New England,D,Demand,10532.0,megawatthours,14,5,4,0,2022,16.9,70,19.7,859.0,405,118,0
2022-05-20 15:00:00-04:00,ISNE,ISO New England,D,Demand,10741.0,megawatthours,15,5,4,0,2022,16.7,70,21.3,808.0,309,190,0
2022-05-20 16:00:00-04:00,ISNE,ISO New England,D,Demand,11184.0,megawatthours,16,5,4,0,2022,17.1,70,19.8,648.0,266,232,0
2022-05-20 17:00:00-04:00,ISNE,ISO New England,D,Demand,11824.0,megawatthours,17,5,4,0,2022,18.5,66,14.2,521.0,243,267,0
2022-05-20 18:00:00-04:00,ISNE,ISO New England,D,Demand,12645.0,megawatthours,18,5,4,0,2022,20.6,62,5.4,340.0,151,328,0
2022-05-20 19:00:00-04:00,ISNE,ISO New England,D,Demand,13105.0,megawatthours,19,5,4,0,2022,21.3,64,16.6,178.0,59,358,0
2022-05-20 20:00:00-04:00,ISNE,ISO New England,D,Demand,13254.0,megawatthours,20,5,4,0,2022,18.5,75,14.4,44.0,20,423,0
2022-05-20 21:00:00-04:00,ISNE,ISO New England,D,Demand,13321.0,megawatthours,21,5,4,0,2022,17.0,81,12.3,0.0,5,468,0
2022-05-20 22:00:00-04:00,ISNE,ISO New England,D,Demand,12788.0,megawatthours,22,5,4,0,2022,15.5,87,15.9,0.0,4,514,0
2022-05-20 23:00:00-04:00,ISNE,ISO New England,D,Demand,12111.0,megawatthours,23,5,4,0,2022,14.8,90,14.8,0.0,4,559,0
2022-05-21 00:00:00-04:00,ISNE,ISO New England,D,Demand,11231.0,megawatthours,0,5,5,1,2022,14.5,93,10.9,0.0,4,540,0
2022-05-21 01:00:00-04:00,ISNE,ISO New England,D,Demand,11013.0,megawatthours,1,5,5,1,2022,14.7,93,13.6,0.0,4,546,0
2022-05-21 02:00:00-04:00,ISNE,ISO New England,D,Demand,10592.0,megawatthours,2,5,5,1,2022,14.7,96,11.2,0.0,4,527,0
2022-05-21 03:00:00-04:00,ISNE,ISO New England,D,Demand,10612.0,megawatthours,3,5,5,1,2022,15.2,96,8.2,0.0,4,519,0
2022-05-21 04:00:00-04:00,ISNE,ISO New England,D,Demand,10517.0,megawatthours,4,5,5,1,2022,15.3,97,7.3,0.0,5,507,0
2022-05-21 05:00:00-04:00,ISNE,ISO New England,D,Demand,10573.0,megawatthours,5,5,5,1,2022,15.7,97,9.1,0.0,21,469,0
2022-05-21 06:00:00-04:00,ISNE,ISO New England,D,Demand,10514.0,megawatthours,6,5,5,1,2022,16.0,98,8.7,5.0,21,406,0
2022-05-21 07:00:00-04:00,ISNE,ISO New England,D,Demand,10918.0,megawatthours,7,5,5,1,2022,16.5,97,7.9,50.0,30,389,0
2022-05-21 08:00:00-04:00,ISNE,ISO New England,D,Demand,11547.0,megawatthours,8,5,5,1,2022,17.1,95,4.1,140.0,44,328,0
2022-05-21 09:00:00-04:00,ISNE,ISO New England,D,Demand,11902.0,megawatthours,9,5,5,1,2022,18.0,93,4.6,139.0,73,256,0
2022-05-21 10:00:00-04:00,ISNE,ISO New England,D,Demand,12076.0,megawatthours,10,5,5,1,2022,19.6,88,4.5,266.0,129,207,0
2022-05-21 11:00:00-04:00,ISNE,ISO New England,D,Demand,11502.0,megawatthours,11,5,5,1,2022,21.2,84,6.6,357.0,203,127,0
2022-05-21 12:00:00-04:00,ISNE,ISO New England,D,Demand,10964.0,megawatthours,12,5,5,1,2022,23.7,78,6.8,472.0,345,32,0
2022-05-21 13:00:00-04:00,ISNE,ISO New England,D,Demand,10760.0,megawatthours,13,5,5,1,2022,26.4,69,3.1,802.0,375,116,0
2022-05-21 14:00:00-04:00,ISNE,ISO New England,D,Demand,11276.0,megawatthours,14,5,5,1,2022,27.9,65,4.3,849.0,403,191,0
2022-05-21 15:00:00-04:00,ISNE,ISO New England,D,Demand,12146.0,megawatthours,15,5,5,1,2022,28.1,66,8.1,751.0,411,253,0
2022-05-21 16:00:00-04:00,ISNE,ISO New England,D,Demand,13268.0,megawatthours,16,5,5,1,2022,26.2,71,13.1,652.0,397,286,0
2022-05-21 17:00:00-04:00,ISNE,ISO New England,D,Demand,14499.0,megawatthours,17,5,5,1,2022,24.8,72,13.2,512.0,319,303,0
2022-05-21 18:00:00-04:00,ISNE,ISO New England,D,Demand,15544.0,megawatthours,18,5,5,1,2022,24.6,72,10.4,346.0,207,305,0
2022-05-21 19:00:00-04:00,ISNE,ISO New England,D,Demand,16033.0,megawatthours,19,5,5,1,2022,25.7,75,7.1,181.0,83,390,0
2022-05-21 20:00:00-04:00,ISNE,ISO New England,D,Demand,15873.0,megawatthours,20,5,5,1,2022,22.4,84,10.0,46.0,22,413,0
2022-05-21 21:00:00-04:00,ISNE,ISO New England,D,Demand,15620.0,megawatthours,21,5,5,1,2022,23.5,80,14.5,0.0,7,404,0
2022-05-21 22:00:00-04:00,ISNE,ISO New England,D,Demand,14899.0,megawatthours,22,5,5,1,2022,23.1,80,13.6,0.0,7,395,0
2022-05-21 23:00:00-04:00,ISNE,ISO New England,D,Demand,13826.0,megawatthours,23,5,5,1,2022,22.7,81,14.5,0.0,7,354,0
2022-05-22 00:00:00-04:00,ISNE,ISO New England,D,Demand,12958.0,megawatthours,0,5,6,1,2022,22.6,79,13.6,0.0,4,367,0
2022-05-22 01:00:00-04:00,ISNE,ISO New England,D,Demand,12073.0,megawatthours,1,5,6,1,2022,22.1,80,13.6,0.0,4,425,0
2022-05-22 02:00:00-04:00,ISNE,ISO New England,D,Demand,11728.0,megawatthours,2,5,6,1,2022,21.8,80,14.3,0.0,4,362,0
2022-05-22 03:00:00-04:00,ISNE,ISO New England,D,Demand,11586.0,megawatthours,3,5,6,1,2022,21.6,79,13.2,0.0,4,348,0
2022-05-22 04:00:00-04:00,ISNE,ISO New England,D,Demand,11274.0,megawatthours,4,5,6,1,2022,21.1,78,13.5,0.0,4,245,0
2022-05-22 05:00:00-04:00,ISNE,ISO New England,D,Demand,11132.0,megawatthours,5,5,6,1,2022,20.7,78,13.5,0.0,4,206,0
2022-05-22 06:00:00-04:00,ISNE,ISO New England,D,Demand,11062.0,megawatthours,6,5,6,1,2022,20.6,79,12.3,16.0,6,102,0
2022-05-22 07:00:00-04:00,ISNE,ISO New England,D,Demand,11190.0,megawatthours,7,5,6,1,2022,22.5,75,14.0,134.0,29,54,0
2022-05-22 08:00:00-04:00,ISNE,ISO New England,D,Demand,11519.0,megawatthours,8,5,6,1,2022,24.3,70,6.2,305.0,97,94,0
2022-05-22 09:00:00-04:00,ISNE,ISO New England,D,Demand,11328.0,megawatthours,9,5,6,1,2022,27.2,64,5.3,476.0,197,103,0
2022-05-22 10:00:00-04:00,ISNE,ISO New England,D,Demand,11926.0,megawatthours,10,5,6,1,2022,29.7,58,4.7,641.0,296,104,0
2022-05-22 11:00:00-04:00,ISNE,ISO New England,D,Demand,12828.0,megawatthours,11,5,6,1,2022,31.4,53,8.5,773.0,354,98,0
2022-05-22 12:00:00-04:00,ISNE,ISO New England,D,Demand,13755.0,megawatthours,12,5,6,1,2022,32.4,48,10.4,836.0,414,146,0
2022-05-22 13:00:00-04:00,ISNE,ISO New England,D,Demand,14593.0,megawatthours,13,5,6,1,2022,32.8,40,21.2,760.0,404,187,0
2022-05-22 14:00:00-04:00,ISNE,ISO New England,D,Demand,14982.0,megawatthours,14,5,6,1,2022,33.6,42,13.7,605.0,393,254,0
2022-05-22 15:00:00-04:00,ISNE,ISO New England,D,Demand,15460.0,megawatthours,15,5,6,1,2022,32.8,41,16.5,733.0,377,310,0
2022-05-22 16:00:00-04:00,ISNE,ISO New England,D,Demand,16280.0,megawatthours,16,5,6,1,2022,32.6,41,19.2,627.0,378,346,0
2022-05-22 17:00:00-04:00,ISNE,ISO New England,D,Demand,17363.0,megawatthours,17,5,6,1,2022,30.8,48,18.1,402.0,260,393,0
2022-05-22 18:00:00-04:00,ISNE,ISO New England,D,Demand,18286.0,megawatthours,18,5,6,1,2022,29.6,55,17.6,327.0,168,470,0
2022-05-22 19:00:00-04:00,ISNE,ISO New England,D,Demand,18556.0,megawatthours,19,5,6,1,2022,27.7,64,17.1,184.0,76,417,0
2022-05-22 20:00:00-04:00,ISNE,ISO New England,D,Demand,18268.0,megawatthours,20,5,6,1,2022,27.2,65,18.9,47.0,23,497,0
2022-05-22 21:00:00-04:00,ISNE,ISO New England,D,Demand,17778.0,megawatthours,21,5,6,1,2022,25.7,66,14.8,0.0,5,687,0
2022-05-22 22:00:00-04:00,ISNE,ISO New England,D,Demand,16582.0,megawatthours,22,5,6,1,2022,23.9,71,14.0,0.0,4,682,0
2022-05-22 23:00:00-04:00,ISNE,ISO New England,D,Demand,14987.0,megawatthours,23,5,6,1,2022,22.7,76,14.7,0.0,4,707,0
2022-05-23 00:00:00-04:00,ISNE,ISO New England,D,Demand,13569.0,megawatthours,0,5,0,0,2022,22.2,78,12.1,0.0,4,759,0
2022-05-23 01:00:00-04:00,ISNE,ISO New England,D,Demand,12501.0,megawatthours,1,5,0,0,2022,21.5,82,13.2,0.0,4,785,0
2022-05-23 02:00:00-04:00,ISNE,ISO New England,D,Demand,11798.0,megawatthours,2,5,0,0,2022,20.8,85,15.3,0.0,4,906,0
2022-05-23 03:00:00-04:00,ISNE,ISO New England,D,Demand,11577.0,megawatthours,3,5,0,0,2022,18.9,78,19.5,0.0,4,923,0
2022-05-23 04:00:00-04:00,ISNE,ISO New England,D,Demand,11223.0,megawatthours,4,5,0,0,2022,17.4,72,19.7,0.0,4,919,0
2022-05-23 05:00:00-04:00,ISNE,ISO New England,D,Demand,11182.0,megawatthours,5,5,0,0,2022,16.4,70,18.7,0.0,4,934,0
2022-05-23 06:00:00-04:00,ISNE,ISO New England,D,Demand,11551.0,megawatthours,6,5,0,0,2022,15.7,66,21.3,15.0,8,893,0
2022-05-23 07:00:00-04:00,ISNE,ISO New England,D,Demand,11945.0,megawatthours,7,5,0,0,2022,15.2,64,21.6,127.0,48,778,0
2022-05-23 08:00:00-04:00,ISNE,ISO New England,D,Demand,12327.0,megawatthours,8,5,0,0,2022,15.9,59,18.2,293.0,131,745,0
2022-05-23 09:00:00-04:00,ISNE,ISO New England,D,Demand,12098.0,megawatthours,9,5,0,0,2022,17.4,55,16.6,456.0,248,656,0
2022-05-23 10:00:00-04:00,ISNE,ISO New England,D,Demand,11659.0,megawatthours,10,5,0,0,2022,18.9,51,15.7,620.0,374,593,0
2022-05-23 11:00:00-04:00,ISNE,ISO New England,D,Demand,11296.0,megawatthours,11,5,0,0,2022,20.8,45,8.3,701.0,452,513,0
2022-05-23 12:00:00-04:00,ISNE,ISO New England,D,Demand,11496.0,megawatthours,12,5,0,0,2022,20.9,45,8.4,806.0,479,502,0
2022-05-23 13:00:00-04:00,ISNE,ISO New England,D,Demand,11491.0,megawatthours,13,5,0,0,2022,19.7,53,17.6,811.0,490,519,0
2022-05-23 14:00:00-04:00,ISNE,ISO New England,D,Demand,11462.0,megawatthours,14,5,0,0,2022,18.6,52,20.6,781.0,492,484,0
2022-05-23 15:00:00-04:00,ISNE,ISO New England,D,Demand,11566.0,megawatthours,15,5,0,0,2022,18.2,52,21.0,824.0,477,478,0
2022-05-23 16:00:00-04:00,ISNE,ISO New England,D,Demand,12131.0,megawatthours,16,5,0,0,2022,17.8,49,19.5,708.0,432,495,0
2022-05-23 17:00:00-04:00,ISNE,ISO New England,D,Demand,13085.0,megawatthours,17,5,0,0,2022,17.6,46,16.9,528.0,335,502,0
2022-05-23 18:00:00-04:00,ISNE,ISO New England,D,Demand,13887.0,megawatthours,18,5,0,0,2022,17.1,47,13.7,285.0,223,468,0
2022-05-23 19:00:00-04:00,ISNE,ISO New England,D,Demand,14244.0,megawatthours,19,5,0,0,2022,16.6,50,10.1,117.0,96,468,0
2022-05-23 20:00:00-04:00,ISNE,ISO New England,D,Demand,14221.0,megawatthours,20,5,0,0,2022,16.2,52,4.1,31.0,30,424,0
2022-05-23 21:00:00-04:00,ISNE,ISO New England,D,Demand,14162.0,megawatthours,21,5,0,0,2022,16.1,54,3.1,0.0,6,456,0
2022-05-23 22:00:00-04:00,ISNE,ISO New England,D,Demand,13390.0,megawatthours,22,5,0,0,2022,15.9,57,2.3,0.0,4,475,0
2022-05-23 23:00:00-04:00,ISNE,ISO New England,D,Demand,12169.0,megawatthours,23,5,0,0,2022,15.5,62,3.5,0.0,4,474,0
2022-05-24 00:00:00-04:00,ISNE,ISO New England,D,Demand,11018.0,megawatthours,0,5,1,0,2022,14.9,56,8.5,0.0,4,417,0
2022-05-24 01:00:00-04:00,ISNE,ISO New England,D,Demand,10271.0,megawatthours,1,5,1,0,2022,14.5,54,13.7,0.0,4,393,0
2022-05-24 02:00:00-04:00,ISNE,ISO New England,D,Demand,10065.0,megawatthours,2,5,1,0,2022,14.0,58,12.4,0.0,4,362,0
2022-05-24 03:00:00-04:00,ISNE,ISO New England,D,Demand,9796.0,megawatthours,3,5,1,0,2022,13.6,62,15.8,0.0,4,334,0
2022-05-24 04:00:00-04:00,ISNE,ISO New England,D,Demand,9655.0,megawatthours,4,5,1,0,2022,13.1,58,15.0,0.0,4,303,0
2022-05-24 05:00:00-04:00,ISNE,ISO New England,D,Demand,9540.0,megawatthours,5,5,1,0,2022,12.8,58,14.6,0.0,4,292,0
2022-05-24 06:00:00-04:00,ISNE,ISO New England,D,Demand,10120.0,megawatthours,6,5,1,0,2022,12.5,59,15.1,14.0,8,300,0
2022-05-24 07:00:00-04:00,ISNE,ISO New England,D,Demand,11030.0,megawatthours,7,5,1,0,2022,13.0,57,16.4,115.0,44,281,0
2022-05-24 08:00:00-04:00,ISNE,ISO New England,D,Demand,11527.0,megawatthours,8,5,1,0,2022,13.2,55,15.5,261.0,127,179,0
2022-05-24 09:00:00-04:00,ISNE,ISO New England,D,Demand,11297.0,megawatthours,9,5,1,0,2022,14.1,50,15.0,401.0,249,115,0
2022-05-24 10:00:00-04:00,ISNE,ISO New England,D,Demand,10696.0,megawatthours,10,5,1,0,2022,15.1,46,14.6,613.0,349,61,0
2022-05-24 11:00:00-04:00,ISNE,ISO New England,D,Demand,10348.0,megawatthours,11,5,1,0,2022,15.8,44,15.0,795.0,426,22,0
2022-05-24 12:00:00-04:00,ISNE,ISO New England,D,Demand,10130.0,megawatthours,12,5,1,0,2022,16.4,44,16.6,898.0,449,18,0
2022-05-24 13:00:00-04:00,ISNE,ISO New England,D,Demand,10294.0,megawatthours,13,5,1,0,2022,16.0,45,19.5,941.0,473,13,0
2022-05-24 14:00:00-04:00,ISNE,ISO New England,D,Demand,10463.0,megawatthours,14,5,1,0,2022,15.4,47,18.8,925.0,470,12,0
2022-05-24 15:00:00-04:00,ISNE,ISO New England,D,Demand,10691.0,megawatthours,15,5,1,0,2022,15.4,47,17.7,825.0,445,9,0
2022-05-24 16:00:00-04:00,ISNE,ISO New England,D,Demand,11203.0,megawatthours,16,5,1,0,2022,14.8,50,20.2,720.0,364,31,0
2022-05-24 17:00:00-04:00,ISNE,ISO New England,D,Demand,11956.0,megawatthours,17,5,1,0,2022,14.2,56,18.5,574.0,265,56,0
2022-05-24 18:00:00-04:00,ISNE,ISO New England,D,Demand,12702.0,megawatthours,18,5,1,0,2022,13.9,64,16.1,392.0,188,55,0
2022-05-24 19:00:00-04:00,ISNE,ISO New England,D,Demand,13263.0,megawatthours,19,5,1,0,2022,13.8,69,15.4,205.0,85,79,0
2022-05-24 20:00:00-04:00,ISNE,ISO New England,D,Demand,13389.0,megawatthours,20,5,1,0,2022,12.6,74,12.2,53.0,22,100,0
2022-05-24 21:00:00-04:00,ISNE,ISO New England,D,Demand,13381.0,megawatthours,21,5,1,0,2022,11.9,79,11.9,0.0,2,135,0
2022-05-24 22:00:00-04:00,ISNE,ISO New England,D,Demand,12724.0,megawatthours,22,5,1,0,2022,11.4,80,9.1,0.0,0,172,0
2022-05-24 23:00:00-04:00,ISNE,ISO New England,D,Demand,11589.0,megawatthours,23,5,1,0,2022,10.9,78,6.9,0.0,0,180,0
2022-05-25 00:00:00-04:00,ISNE,ISO New England,D,Demand,10700.0,megawatthours,0,5,2,0,2022,10.4,80,3.7,0.0,0,191,0
2022-05-25 01:00:00-04:00,ISNE,ISO New England,D,Demand,10178.0,megawatthours,1,5,2,0,2022,10.0,84,4.2,0.0,0,190,0
2022-05-25 02:00:00-04:00,ISNE,ISO New England,D,Demand,9754.0,megawatthours,2,5,2,0,2022,9.5,87,5.0,0.0,0,148,0
2022-05-25 03:00:00-04:00,ISNE,ISO New England,D,Demand,9513.0,megawatthours,3,5,2,0,2022,9.9,84,3.8,0.0,0,111,0
2022-05-25 04:00:00-04:00,ISNE,ISO New England,D,Demand,9449.0,megawatthours,4,5,2,0,2022,9.9,86,2.9,0.0,0,113,0
2022-05-25 05:00:00-04:00,ISNE,ISO New England,D,Demand,9705.0,megawatthours,5,5,2,0,2022,9.2,92,4.4,0.0,0,134,0
2022-05-25 06:00:00-04:00,ISNE,ISO New England,D,Demand,10258.0,megawatthours,6,5,2,0,2022,9.5,92,4.8,19.0,5,106,0
2022-05-25 07:00:00-04:00,ISNE,ISO New England,D,Demand,10922.0,megawatthours,7,5,2,0,2022,11.4,73,4.7,139.0,40,79,0
2022-05-25 08:00:00-04:00,ISNE,ISO New England,D,Demand,11330.0,megawatthours,8,5,2,0,2022,13.0,61,4.0,308.0,143,42,0
2022-05-25 09:00:00-04:00,ISNE,ISO New England,D,Demand,10971.0,megawatthours,9,5,2,0,2022,15.4,50,5.2,499.0,281,21,0
2022-05-25 10:00:00-04:00,ISNE,ISO New England,D,Demand,10450.0,megawatthours,10,5,2,0,2022,17.3,44,5.3,662.0,408,19,0
2022-05-25 11:00:00-04:00,ISNE,ISO New England,D,Demand,10413.0,megawatthours,11,5,2,0,2022,18.9,41,6.6,798.0,474,31,0
2022-05-25 12:00:00-04:00,ISNE,ISO New England,D,Demand,10434.0,megawatthours,12,5,2,0,2022,19.8,41,11.0,870.0,481,35,0
2022-05-25 13:00:00-04:00,ISNE,ISO New England,D,Demand,10511.0,megawatthours,13,5,2,0,2022,20.3,40,14.4,939.0,474,32,0
2022-05-25 14:00:00-04:00,ISNE,ISO New England,D,Demand,10798.0,megawatthours,14,5,2,0,2022,20.7,40,18.4,930.0,466,47,0
2022-05-25 15:00:00-04:00,ISNE,ISO New England,D,Demand,10798.0,megawatthours,15,5,2,0,2022,19.1,43,22.0,632.0,451,76,0
2022-05-25 16:00:00-04:00,ISNE,ISO New England,D,Demand,11255.0,megawatthours,16,5,2,0,2022,19.0,46,20.0,476.0,429,95,0
2022-05-25 17:00:00-04:00,ISNE,ISO New England,D,Demand,12024.0,megawatthours,17,5,2,0,2022,20.8,43,18.9,502.0,360,110,0
2022-05-25 18:00:00-04:00,ISNE,ISO New England,D,Demand,12948.0,megawatthours,18,5,2,0,2022,19.9,41,19.4,340.0,219,116,0
2022-05-25 19:00:00-04:00,ISNE,ISO New England,D,Demand,13481.0,megawatthours,19,5,2,0,2022,18.5,44,16.3,181.0,95,126,0
2022-05-25 20:00:00-04:00,ISNE,ISO New England,D,Demand,13571.0,megawatthours,20,5,2,0,2022,16.7,51,17.7,53.0,25,152,0
2022-05-25 21:00:00-04:00,ISNE,ISO New England,D,Demand,13563.0,megawatthours,21,5,2,0,2022,14.6,54,17.9,0.0,2,228,0
2022-05-25 22:00:00-04:00,ISNE,ISO New England,D,Demand,12881.0,megawatthours,22,5,2,0,2022,13.2,58,17.1,0.0,0,307,0
2022-05-25 23:00:00-04:00,ISNE,ISO New England,D,Demand,11736.0,megawatthours,23,5,2,0,2022,12.6,59,16.6,0.0,0,357,0
2022-05-26 00:00:00-04:00,ISNE,ISO New England,D,Demand,10670.0,megawatthours,0,5,3,0,2022,12.5,56,16.4,0.0,0,333,0
2022-05-26 01:00:00-04:00,ISNE,ISO New England,D,Demand,10263.0,megawatthours,1,5,3,0,2022,11.9,54,14.1,0.0,0,307,0
2022-05-26 02:00:00-04:00,ISNE,ISO New England,D,Demand,9803.0,megawatthours,2,5,3,0,2022,11.0,57,12.3,0.0,0,288,0
2022-05-26 03:00:00-04:00,ISNE,ISO New England,D,Demand,9565.0,megawatthours,3,5,3,0,2022,10.6,61,10.0,0.0,0,280,0
2022-05-26 04:00:00-04:00,ISNE,ISO New England,D,Demand,9508.0,megawatthours,4,5,3,0,2022,10.1,66,9.7,0.0,0,297,0
2022-05-26 05:00:00-04:00,ISNE,ISO New England,D,Demand,9726.0,megawatthours,5,5,3,0,2022,9.6,70,7.9,0.0,0,290,0
2022-05-26 06:00:00-04:00,ISNE,ISO New England,D,Demand,10251.0,megawatthours,6,5,3,0,2022,9.9,70,8.9,19.0,3,304,0
2022-05-26 07:00:00-04:00,ISNE,ISO New England,D,Demand,10943.0,megawatthours,7,5,3,0,2022,11.6,64,7.6,131.0,36,275,0
2022-05-26 08:00:00-04:00,ISNE,ISO New England,D,Demand,11557.0,megawatthours,8,5,3,0,2022,14.1,55,9.7,177.0,92,242,0
2022-05-26 09:00:00-04:00,ISNE,ISO New England,D,Demand,11399.0,megawatthours,9,5,3,0,2022,16.8,46,11.7,478.0,202,196,0
2022-05-26 10:00:00-04:00,ISNE,ISO New England,D,Demand,10955.0,megawatthours,10,5,3,0,2022,18.7,40,12.2,571.0,311,167,0
2022-05-26 11:00:00-04:00,ISNE,ISO New England,D,Demand,10812.0,megawatthours,11,5,3,0,2022,20.4,34,14.5,699.0,370,240,0
2022-05-26 12:00:00-04:00,ISNE,ISO New England,D,Demand,10787.0,megawatthours,12,5,3,0,2022,21.8,30,16.8,851.0,429,323,0
2022-05-26 13:00:00-04:00,ISNE,ISO New England,D,Demand,10712.0,megawatthours,13,5,3,0,2022,22.8,28,20.2,890.0,444,441,0
2022-05-26 14:00:00-04:00,ISNE,ISO New England,D,Demand,10861.0,megawatthours,14,5,3,0,2022,22.8,27,24.6,895.0,452,575,0
2022-05-26 15:00:00-04:00,ISNE,ISO New England,D,Demand,11067.0,megawatthours,15,5,3,0,2022,22.0,28,26.3,817.0,440,631,0
2022-05-26 16:00:00-04:00,ISNE,ISO New England,D,Demand,11151.0,megawatthours,16,5,3,0,2022,21.3,34,26.1,709.0,396,753,0
2022-05-26 17:00:00-04:00,ISNE,ISO New England,D,Demand,12042.0,megawatthours,17,5,3,0,2022,20.3,44,25.3,559.0,323,815,0
2022-05-26 18:00:00-04:00,ISNE,ISO New England,D,Demand,12965.0,megawatthours,18,5,3,0,2022,19.5,53,23.8,368.0,192,835,0
2022-05-26 19:00:00-04:00,ISNE,ISO New England,D,Demand,13442.0,megawatthours,19,5,3,0,2022,18.8,58,22.9,187.0,80,835,0
2022-05-26 20:00:00-04:00,ISNE,ISO New England,D,Demand,13611.0,megawatthours,20,5,3,0,2022,17.7,63,18.2,51.0,23,827,0
2022-05-26 21:00:00-04:00,ISNE,ISO New England,D,Demand,13686.0,megawatthours,21,5,3,0,2022,16.9,68,18.2,0.0,2,789,0
2022-05-26 22:00:00-04:00,ISNE,ISO New England,D,Demand,13137.0,megawatthours,22,5,3,0,2022,16.1,74,20.1,0.0,0,798,0
2022-05-26 23:00:00-04:00,ISNE,ISO New England,D,Demand,12102.0,megawatthours,23,5,3,0,2022,15.8,77,21.1,0.0,0,804,0
2022-05-27 00:00:00-04:00,ISNE,ISO New England,D,Demand,11084.0,megawatthours,0,5,4,0,2022,15.5,80,19.7,0.0,0,805,0
